	PolII sum gb	PolII sum promoter
ENSMUSG00000110097	0.30111999370535714	0.8408106143857321
ENSMUSG00000031570	0.5259819393264014	1.186891001547303
ENSMUSG00000055923	0.5978199237326789	1.643480571453513
ENSMUSG00000075534	0.19552164524948246	-0.7477388592203152
ENSMUSG00000057067	-0.92256238598998	-1.2541149749763831
ENSMUSG00000106350	0.551759732888042	1.0939237968160846
ENSMUSG00000054920	0.7694812785075459	1.0251069164752715
ENSMUSG00000020945	-1.0421230351167121	-0.8546271045869012
ENSMUSG00000038473	1.0818263784339783	-0.029269298244126045
ENSMUSG00000035576	0.6557910224973058	0.5131430024609253
ENSMUSG00000086939	-0.3630799419525955	-0.31228989716717154
ENSMUSG00000056418	-1.6113277654480258	-0.4482558840852053
ENSMUSG00000107022	-0.7422843202471385	-0.9094060235962651
ENSMUSG00000107071	0.5404971728797952	-0.2943512420797046
ENSMUSG00000049037	-0.30951588414108683	-1.0964774448847727
ENSMUSG00000020720	1.2625259440198573	1.239077850702788
ENSMUSG00000026815	-0.22072560368319613	-1.0243153536636738
ENSMUSG00000042851	0.6585498657154426	1.9701128372677958
ENSMUSG00000049686	0.5521447583527797	0.963000904156966
ENSMUSG00000063430	1.4278896745019507	-0.5380849787362446
ENSMUSG00000103839	-0.8793210433539033	-0.10918348973228409
ENSMUSG00000009588	-0.5827903503495405	-0.6842320097770741
ENSMUSG00000028465	0.8294347965950449	1.1036204321497936
ENSMUSG00000031772	1.2132769021781118	-0.8532814916349023
ENSMUSG00000042351	0.6681965150329712	-0.1542742823970483
ENSMUSG00000107357	-1.4029551319459372	-0.3396927593341215
ENSMUSG00000024912	0.14353402207801505	0.25832525855421873
ENSMUSG00000109372	0.03131581810620939	-0.6398608363462852
ENSMUSG00000063108	1.0324972966309167	1.0776883911319184
ENSMUSG00000026999	1.256858039828823	0.4623242974771604
ENSMUSG00000051879	-0.7389516826904918	-0.5420042546632354
ENSMUSG00000020545	0.06883525878995675	-0.8656879633558708
ENSMUSG00000053263	1.2189982155061172	0.8246576670380739
ENSMUSG00000084758	0.16550571064923086	0.06676238014949547
ENSMUSG00000117725	-0.4280816417568817	0.7934370760906777
ENSMUSG00000044528	-0.7785657574819155	0.2605848029925856
ENSMUSG00000087139	-1.2452677136665358	-0.7770937756422369
ENSMUSG00000092066	-0.9472751703221595	-0.2570671109270193
ENSMUSG00000016933	1.282948614215436	1.2977656464633454
ENSMUSG00000038127	1.0186868263229822	0.7570579688770813
ENSMUSG00000101190	-3.3939475316412073	-2.378228301796825
ENSMUSG00000018986	-0.2220353465088723	-0.5772176722892405
ENSMUSG00000114273	0.18947251068647464	-0.675420051880818
ENSMUSG00000116262	-0.40390850818638385	1.7161396213629592
ENSMUSG00000099811	-0.3007277126553989	-0.7328394130833693
ENSMUSG00000111444	0.018169860466692653	-0.7996886419912401
ENSMUSG00000034254	0.3713100644512916	0.705720346970243
ENSMUSG00000024222	1.738979413934261	0.5315477152953557
ENSMUSG00000029822	1.357248696906097	0.6778413964952344
ENSMUSG00000074284	0.17519084945111216	0.7995895246797645
ENSMUSG00000086047	-0.5629884714175093	0.8512432566620644
ENSMUSG00000086228	0.6642322461667067	0.07652536670120297
ENSMUSG00000084298	-1.195458019506163	-1.0938734626858524
ENSMUSG00000054662	0.16591453258613273	-0.039509026398441595
ENSMUSG00000011463	-0.28140765581103727	-1.0231451544206562
ENSMUSG00000103506	-1.1821989826265744	-0.3417906415440254
ENSMUSG00000022561	-0.5586455375221546	0.7985536587675279
ENSMUSG00000026849	0.49684555938077396	1.0090972860463496
ENSMUSG00000062987	-1.4559322600110303	-1.7967156183517645
ENSMUSG00000101528	-0.8365140861768654	-1.6224658540817745
ENSMUSG00000113361	0.6888025935910698	1.744069666117925
ENSMUSG00000105586	-1.1915400436280719	-0.8424245878565855
ENSMUSG00000110101	0.05139301292605364	-1.0518493713425114
ENSMUSG00000020866	0.6970880303483281	0.2643713996002583
ENSMUSG00000021264	1.6062900550179557	1.7476447553933339
ENSMUSG00000051046	-0.7996883704444646	-0.7242652492077012
ENSMUSG00000109315	-0.46113266450143703	-1.0375446051400052
ENSMUSG00000071748	-0.02807605203186137	0.9112352096948796
ENSMUSG00000018916	-1.7513677423980043	-1.433335349086207
ENSMUSG00000027790	0.37504040579859915	-0.9159412316339535
ENSMUSG00000020646	1.4184183051659727	1.2101634657934817
ENSMUSG00000097882	-0.028688124597896034	0.6677669341012207
ENSMUSG00000078235	-0.9197823990342853	-0.0708404132846542
ENSMUSG00000041372	1.3200608490578842	1.2337039954450375
ENSMUSG00000022792	0.8787417207023074	1.6902786512251566
ENSMUSG00000026219	2.2722136907703376	1.1540114137938273
ENSMUSG00000086241	0.7666344023582741	-0.6226672195199793
ENSMUSG00000061048	1.167001925164023	0.7247356849405056
ENSMUSG00000101308	0.5120240897943096	0.18599633065009902
ENSMUSG00000055471	1.6114009132697824	0.014518100519727515
ENSMUSG00000108867	-0.11236453865616094	-1.098172130525543
ENSMUSG00000018479	-0.4545766412002039	-0.1649428454135589
ENSMUSG00000031490	1.3809918621893704	1.4198359911502527
ENSMUSG00000019102	-0.20275324651979634	-0.8757754585099791
ENSMUSG00000109191	-1.6371666220506436	-1.0983927470384571
ENSMUSG00000037003	0.8084734890859777	0.9091441523837356
ENSMUSG00000034949	0.15610931370648168	0.1256088809717814
ENSMUSG00000106641	-0.6579491818579248	-0.6491427050789251
ENSMUSG00000049946	-1.067760304369784	-0.7415910771460027
ENSMUSG00000014547	1.353631630776819	0.909497474079578
ENSMUSG00000033364	1.967515371003863	-0.5389496729170705
ENSMUSG00000098800	-0.7986552920320267	0.04466242384693474
ENSMUSG00000074111	-0.5033168308194681	-0.996173568527971
ENSMUSG00000099833	-0.8704154515889769	-2.029611920168371
ENSMUSG00000069823	-0.9438637342644587	-0.943536187951777
ENSMUSG00000095407	-0.2586153524578881	-0.9526362628680335
ENSMUSG00000039850	0.6198966478498066	1.1717025033404547
ENSMUSG00000027263	0.9477297136829298	1.2754795208417138
ENSMUSG00000020676	-1.4458351359601658	-1.064965057719509
ENSMUSG00000113796	-1.119461556065902	-1.0751776048810457
ENSMUSG00000103393	0.3915837439163801	0.798285285477086
ENSMUSG00000058444	1.552661981815757	1.2516948687389133
ENSMUSG00000038168	0.5940898762016381	0.1657651502078442
ENSMUSG00000024533	1.1662654082987536	1.1646243401060228
ENSMUSG00000111567	-0.9621551442415363	-1.0400136234747506
ENSMUSG00000105184	-1.5673324768659742	-0.7656581613504263
ENSMUSG00000089829	-0.5552843178445217	0.017604175011862493
ENSMUSG00000085912	0.8560542847574075	1.3553058766539248
ENSMUSG00000096044	-0.2017784568228821	-2.378228301796825
ENSMUSG00000031354	-0.933527168994939	-1.3693184459613155
ENSMUSG00000031818	0.9164677639751618	1.5067882211289878
ENSMUSG00000060205	-0.7101574587566123	-0.9117750607306756
ENSMUSG00000108278	-1.2919576261386978	-0.6102985271042942
ENSMUSG00000029422	1.5858466756678118	1.8035905166031778
ENSMUSG00000028188	0.6616922963719474	1.6393287412810225
ENSMUSG00000022427	0.00475773556674636	1.0696501698010084
ENSMUSG00000109403	-1.1573745917701994	-0.7567108828211679
ENSMUSG00000092309	-1.3632443925631665	-0.6290885444177747
ENSMUSG00000029642	1.2083753021005257	1.0194197642288394
ENSMUSG00000056214	1.0697106724622423	0.6161448586188214
ENSMUSG00000032690	0.04521667116756857	-0.9926349956282401
ENSMUSG00000106719	-0.02236268300301946	-0.25259872478237816
ENSMUSG00000002963	0.29938413979755296	0.7667501782175358
ENSMUSG00000117494	-0.09237090084553186	1.2688355145100068
ENSMUSG00000026922	0.699157135367957	1.566499355989116
