	SALL4 sum gb	SALL4 sum promoter	ATACseq sum gb	ATACseq sum promoter	H3K27ac sum gb	H3K27ac sum promoter
ENSMUSG00000117426	0.0945922071163745	0.10453816290250191	-0.01714908119744528	-0.14556558412591408	0.06440635207701982	-0.011243599804410523
ENSMUSG00000110097	-0.24329362286109807	0.17789853514789927	-0.4091997165239767	-0.21233553971113345	-0.20905525970018995	0.096173814611556
ENSMUSG00000031570	-0.1652204816869928	0.3257030093078585	-0.053583994600780185	0.6544609977446079	-0.12140827294913896	0.539856703806557
ENSMUSG00000055923	0.48517868147027454	0.4467490968746015	0.4882966818964306	0.6361721522092787	0.5381709441298218	0.5953129647921315
ENSMUSG00000093472	0.6099590899296051	0.10320802115090918	0.5108614329760994	-0.20059906285233547	0.5892564582827988	0.04250270141661309
ENSMUSG00000095936	-0.192242628895099	0.12147549876496254	-0.3196780476365684	-0.1957054498427284	-0.25060732322943025	0.10409636482503094
ENSMUSG00000057067	0.09131331843417631	0.28287697047320687	-0.25391144656494685	-0.34770638799936054	-0.14105384616493405	-0.013459635573656979
ENSMUSG00000054920	0.6927215619621828	0.34738176912767565	0.6531523604255391	0.5703854080717288	0.6748580286944985	0.4259959824120879
ENSMUSG00000020945	-0.038605389130477466	0.2113343712755466	-0.0254400707549813	0.1382174578996241	-0.04476958345791308	0.10817634232669392
ENSMUSG00000038473	1.0914010704223596	0.28235510796578256	1.0212954600514021	0.34409523847782	1.0899871606469094	0.09969775852558269
ENSMUSG00000035576	0.4703617240236011	0.2979637980473323	0.5831373053176829	0.49258789817348103	0.5500600133501803	0.2712747834444837
ENSMUSG00000086939	0.22980886974243445	0.2918338933407907	0.19100627236375317	0.2399223368683663	0.16668351926807623	0.22418102474988652
ENSMUSG00000111602	0.8177469199043665	0.12709360460528057	0.7082875549289473	-0.2997015796334146	0.7628440325423049	0.024626991539954436
ENSMUSG00000059042	-0.25729103036839834	0.17511657492732752	-0.2696580432046185	-0.11710403869234712	-0.18396445368032896	0.14491224923457505
ENSMUSG00000056418	-0.415042451970437	0.30106017313224853	-0.4023247812014027	0.52862511333189	-0.45336088215073517	0.46724025837182986
ENSMUSG00000107071	0.20212587408119206	0.15045200502873599	0.44443168754860646	0.03991171127980247	0.2582189840991248	0.21791030075068388
ENSMUSG00000052428	0.40871289666133764	0.32701121527007776	0.31840943899946633	0.6605736759642936	0.4524896089911411	0.6041026803073866
ENSMUSG00000014294	-0.4737556124203027	0.3534218243522132	-0.635231004778677	0.652191810479396	-0.46505803920898614	0.5293780121531713
ENSMUSG00000049037	0.1968556281993137	0.1432613467838725	0.16267737562436452	0.0722984929063319	0.20897149408171	0.2180276058641567
ENSMUSG00000097010	0.3631720846244353	0.46177293306675377	0.21934351915786338	0.38236165160180274	0.16272165741652905	0.10279104835291718
ENSMUSG00000020720	0.46181949756968216	0.42776086554856535	0.5629230666675781	0.592790844398507	0.514695105656096	0.5229466886160975
ENSMUSG00000026815	0.1575319857116157	0.20370187743993717	0.4066251036256346	0.25042872823290624	0.20011711509582772	-0.20125602864004966
ENSMUSG00000042851	0.6661863469474617	0.4456080089805274	0.40502918541748234	0.6365065092720057	0.5549758582660748	0.6650229763578248
ENSMUSG00000104232	0.2955774174719206	0.15132370947703566	0.15740097951091325	-0.23610421565839332	0.28020934746325427	0.11668315199012194
ENSMUSG00000062044	0.3438601070709107	0.1842760352754821	0.7645456220405454	0.4163858619082445	0.45497766700692566	0.2982816081081172
ENSMUSG00000049686	0.2555829434757826	0.3256388038900187	0.3851651453279124	0.6915834036171635	0.36040560396698307	0.4984175398632942
ENSMUSG00000063430	0.7978379952628234	0.19079408441738946	0.9194481498392731	0.29515480199158983	0.8106054332643354	0.018108579733799392
ENSMUSG00000103839	-0.2478299054103539	0.24683430844148127	-0.6554674481641313	-0.23684425329392167	-0.6526634483210341	0.09561705823441286
ENSMUSG00000009588	0.05937294095654433	0.11883345356076463	0.3425570803009699	0.24364532305347286	0.26760614133107463	0.49098475802183306
ENSMUSG00000028465	0.4368586205370232	0.3122791194668675	0.5584166997071526	0.783596694277773	0.5837142327921477	0.48984818088192217
ENSMUSG00000034729	0.058255145176700954	0.28561921887606123	0.2701997425527139	0.3334970278622598	0.1810107341784508	0.6257866167626883
ENSMUSG00000024912	0.043495520514569765	0.254059115554313	0.0926173170743766	0.4131701702719843	0.023437174658175044	0.019667550332544283
