	SALL4 sum gb	SALL4 sum promoter	ATACseq sum gb	ATACseq sum promoter	H3K27ac sum gb	H3K27ac sum promoter
ENSMUSG00000117098	-0.17410944402217865	-0.41788262128829956	0.07953562587499619	0.6451742649078369	0.10008499771356583	1.183896780014038
ENSMUSG00000031453	-0.3502335250377655	-0.37386375665664673	0.2081986367702484	0.6269943118095398	0.16607330739498138	0.5187084078788757
ENSMUSG00000026198	-0.042816586792469025	-0.3772592544555664	-0.01430667843669653	0.553543210029602	0.019563473761081696	1.0413031578063965
ENSMUSG00000110187	0.24256421625614166	-0.3514844477176666	-0.15811854600906372	-0.36211585998535156	-0.057691365480422974	0.38073432445526123
ENSMUSG00000020604	-0.18951211869716644	-0.4178836941719055	0.03177565336227417	0.7294574975967407	0.15139737725257874	1.3869167566299438
ENSMUSG00000095822	0.01932760514318943	-0.37523919343948364	-0.06365203857421875	-0.4425904452800751	0.004442935809493065	0.5117409229278564
ENSMUSG00000047036	-0.11818406730890274	-0.38888972997665405	0.011254369281232357	0.2793830931186676	0.07238152623176575	1.2036491632461548
ENSMUSG00000002791	-0.22624851763248444	-0.35664692521095276	0.1650010347366333	0.2124921977519989	0.10676972568035126	0.30876901745796204
ENSMUSG00000015126	0.14272770285606384	-0.3504345417022705	-0.07472337037324905	0.4451237618923187	-0.045570846647024155	1.0797951221466064
ENSMUSG00000080115	-0.07716315984725952	-0.3888554871082306	0.015333021059632301	0.6125313639640808	0.02024582400918007	1.1918524503707886
ENSMUSG00000113057	0.12244681268930435	-0.42114970088005066	-0.13846586644649506	-0.5393470525741577	-0.059015970677137375	0.23548907041549683
ENSMUSG00000001542	-0.2776108384132385	-0.38827455043792725	0.13532139360904694	0.7027233242988586	0.12951044738292694	0.6532549858093262
ENSMUSG00000111143	0.06536504626274109	-0.38708245754241943	-0.08498461544513702	-0.46382972598075867	-0.0203364510089159	0.2730211317539215
ENSMUSG00000091350	-0.2701117992401123	-0.369076132774353	0.05397854745388031	-0.5846961140632629	0.11670971661806107	0.32873451709747314
ENSMUSG00000037321	-0.058298345655202866	-0.3498758375644684	-0.013239643536508083	0.5863292813301086	-0.0064404974691569805	0.7104514837265015
ENSMUSG00000108049	0.18032947182655334	-0.32827267050743103	-0.11020857095718384	-0.3583816587924957	-0.03874041885137558	0.4511970579624176
ENSMUSG00000031311	-0.09797073155641556	-0.44754496216773987	0.014803614467382431	0.5851802229881287	0.06313987821340561	1.27951979637146
ENSMUSG00000053334	0.02053508721292019	-0.37007278203964233	-0.015879718586802483	0.5855953097343445	-0.016993802040815353	1.161991834640503
ENSMUSG00000047897	0.15787723660469055	-0.30037716031074524	-0.16191452741622925	0.15275833010673523	-0.09351035207509995	0.2282024323940277
ENSMUSG00000070820	0.14104102551937103	-0.39086830615997314	-0.12470850348472595	-0.49135443568229675	-0.03325715288519859	0.3440190553665161
ENSMUSG00000114188	-0.06563077121973038	-0.36106446385383606	-0.028453636914491653	0.2318553924560547	-0.007592672016471624	0.8295204043388367
ENSMUSG00000047143	0.022803811356425285	-0.32635822892189026	0.07412606477737427	0.4748021066188812	-0.024143217131495476	0.43554916977882385
ENSMUSG00000109243	0.3208167552947998	-0.3292609751224518	-0.21060232818126678	-0.5263705253601074	-0.08829475194215775	0.32249554991722107
ENSMUSG00000068129	0.5647116899490356	-0.3259045481681824	-0.2920942008495331	-0.2795608341693878	-0.273074746131897	0.5319990515708923
ENSMUSG00000020182	-0.46256622672080994	-0.38674330711364746	0.2744661569595337	-0.23045068979263306	0.25482550263404846	0.5193744897842407
ENSMUSG00000035932	0.015444304794073105	-0.4384569227695465	0.005569590255618095	-0.3866123855113983	-0.013387104496359825	0.2960859537124634
ENSMUSG00000112904	-0.3799484968185425	-0.3700086176395416	0.13541065156459808	-0.543221116065979	0.16417863965034485	0.2636716961860657
ENSMUSG00000104894	-0.16158044338226318	-0.3902038633823395	0.03155648335814476	-0.5071758031845093	0.07464733719825745	0.31563857197761536
ENSMUSG00000030768	-0.36699822545051575	-0.3841415047645569	0.16610567271709442	0.08241911232471466	0.24474568665027618	0.6134636402130127
ENSMUSG00000029623	-0.07238458842039108	-0.3765011131763458	0.04151105508208275	0.5570352077484131	0.05044715106487274	1.1313725709915161
ENSMUSG00000003119	-0.18431290984153748	-0.4152856171131134	0.03687215968966484	0.7006186842918396	0.13306936621665955	1.1890349388122559
ENSMUSG00000039234	-0.2752150297164917	-0.3980218768119812	0.0951266884803772	0.48092120885849	0.17485368251800537	0.832390308380127
ENSMUSG00000117351	-0.568722665309906	-0.40776363015174866	0.35731619596481323	-0.4228310286998749	0.29405781626701355	0.3178175985813141
ENSMUSG00000034445	-0.10637637972831726	-0.41517406702041626	0.019109226763248444	0.6076233386993408	0.06757143139839172	1.2267827987670898
ENSMUSG00000086157	-0.7000877261161804	-0.4642941951751709	0.333328515291214	-0.642345666885376	0.35935619473457336	0.15595854818820953
ENSMUSG00000020905	-0.19407829642295837	-0.42336899042129517	0.06554725766181946	0.6262261867523193	0.1388050615787506	1.0948207378387451
ENSMUSG00000032068	-0.0874444991350174	-0.30269938707351685	0.050822582095861435	0.026390137150883675	0.04805333539843559	0.5033405423164368
ENSMUSG00000073867	-0.024798477068543434	-0.45820218324661255	-0.01211855374276638	0.8779730796813965	-0.016725286841392517	1.1622393131256104
ENSMUSG00000037461	-0.15145431458950043	-0.4351499080657959	0.04753691703081131	0.7751851081848145	0.11205815523862839	1.263214111328125
ENSMUSG00000026641	-0.06693525612354279	-0.37408724427223206	0.037302471697330475	0.5219411849975586	0.029355444014072418	1.0120199918746948
ENSMUSG00000110112	0.13946761190891266	-0.3550010919570923	-0.1331304907798767	-0.48568108677864075	-0.03680352866649628	0.2887559235095978
ENSMUSG00000075175	0.1395440250635147	-0.3087635934352875	-0.17110905051231384	-0.5271857976913452	-0.07581048458814621	0.2581733763217926
ENSMUSG00000112554	0.3162790536880493	-0.3334459662437439	-0.25018608570098877	-0.4442453384399414	-0.12884880602359772	0.20534257590770721
ENSMUSG00000097910	-0.2256184220314026	-0.3928942084312439	0.11202308535575867	-0.2226518839597702	0.029824571684002876	0.138177290558815
ENSMUSG00000110040	-0.07710340619087219	-0.39057421684265137	0.0968925729393959	-0.3684387505054474	0.07775140553712845	0.38055136799812317
ENSMUSG00000097240	0.03744620457291603	-0.34360364079475403	-0.09175387024879456	0.22163152694702148	-0.015464255586266518	0.2554980218410492
ENSMUSG00000024712	-0.025312017649412155	-0.39264217019081116	-0.04116377979516983	0.4336036741733551	0.010176331736147404	1.121891975402832
ENSMUSG00000001168	-0.07817766070365906	-0.3806176483631134	0.014546472579240799	-0.29749903082847595	0.043173741549253464	0.4395691156387329
ENSMUSG00000093416	-0.22916096448898315	-0.354818731546402	0.08926033228635788	-0.5465896129608154	0.1047249287366867	0.316745787858963
ENSMUSG00000086377	0.19965696334838867	-0.35722196102142334	-0.14475728571414948	-0.37999454140663147	-0.05080949142575264	0.3150292932987213
ENSMUSG00000026600	-0.21179033815860748	-0.3923664391040802	0.06766769289970398	0.32414549589157104	0.14394830167293549	0.9167813062667847
ENSMUSG00000054302	1.2660765647888184	-0.3133776783943176	-0.013024425134062767	-0.07396803051233292	-0.8155716061592102	-0.6255922317504883
