	SALL4 sum gb	SALL4 sum promoter	ATACseq sum gb	ATACseq sum promoter	H3K27ac sum gb	H3K27ac sum promoter
ENSMUSG00000029843	-0.33289867639541626	-0.17232872545719147	0.25024861097335815	-0.2960263192653656	0.12390980869531631	0.598376989364624
ENSMUSG00000039146	0.0981244370341301	-0.09709067642688751	-0.10208097100257874	-0.5474573373794556	-0.08496791869401932	0.5228202939033508
ENSMUSG00000078706	-0.1531779021024704	-0.2137468308210373	0.16011980175971985	0.26656270027160645	-0.004646007902920246	1.102479100227356
ENSMUSG00000021998	-0.37979865074157715	-0.18454723060131073	0.2455132156610489	-0.0827607810497284	0.13425038754940033	0.6848656535148621
ENSMUSG00000044881	0.002551482990384102	-0.2315170168876648	-0.06686720252037048	0.38608431816101074	-0.012096421793103218	1.439963698387146
ENSMUSG00000055839	-0.04351050406694412	-0.22254741191864014	0.035833150148391724	0.4540252983570099	-0.01326836459338665	1.4528034925460815
ENSMUSG00000032384	-0.1962396204471588	-0.2972710132598877	0.12166370451450348	0.5098193883895874	0.04647505655884743	1.338392972946167
ENSMUSG00000044646	-0.5663988590240479	-0.21460847556591034	0.4248078167438507	0.1940516084432602	0.18727895617485046	0.4668061137199402
ENSMUSG00000049526	0.023163720965385437	-0.2043679803609848	-0.051139745861291885	-0.6689001321792603	-0.05907721444964409	0.5745546817779541
ENSMUSG00000026095	-0.06378187984228134	-0.21553930640220642	-0.0068687875755131245	0.18508344888687134	-0.010456676594913006	1.3445689678192139
ENSMUSG00000096265	2.658346652984619	2.804042100906372	-2.7198476791381836	2.2643370628356934	-0.22956359386444092	-5.440114974975586
ENSMUSG00000113662	0.07979374378919601	-0.19065265357494354	-0.08339905738830566	0.28338754177093506	-0.030057674273848534	1.395685076713562
ENSMUSG00000091573	0.17570392787456512	-0.22642675042152405	-0.09603313356637955	-0.7155441045761108	-0.0711517482995987	0.5987924933433533
ENSMUSG00000071649	-0.04881211370229721	-0.19781772792339325	0.01344690565019846	0.3300080895423889	-0.014850019477307796	1.2530908584594727
ENSMUSG00000040724	-0.09693057835102081	-0.12992651760578156	0.14376144111156464	-0.08424645662307739	-0.002281305380165577	0.30546504259109497
