	PolII sum gb	PolII sum promoter
ENSMUSG00000117426	-0.7050958773895416	-0.7124877250222523
ENSMUSG00000055923	0.5953846754914923	1.6499855005099677
ENSMUSG00000093472	0.2749178331668555	-1.358205953124315
ENSMUSG00000095936	0.5407893236628867	0.9596848314524887
ENSMUSG00000075534	0.19178281291965008	-0.754486169987575
ENSMUSG00000057067	-0.9299241931890764	-1.2636686437218856
ENSMUSG00000106350	0.5491752338667343	1.097383058845574
ENSMUSG00000054920	0.7676022717982984	1.0281847924259686
ENSMUSG00000038473	1.0809594767328998	-0.032034820135819396
ENSMUSG00000086939	-0.3686288345782722	-0.3166239312597391
ENSMUSG00000111602	0.5143801046120595	-1.068098526639863
ENSMUSG00000059042	-1.2880415947734412	-0.7505994075564197
ENSMUSG00000056418	-1.62092140817189	-0.45334344746220084
ENSMUSG00000107022	-0.7490619648221236	-0.9170493006669295
ENSMUSG00000052428	0.6338709873614777	1.740502791448404
ENSMUSG00000014294	-0.4299815286008438	1.1613952577924032
ENSMUSG00000097010	-0.19541523724809212	0.1504092425627357
ENSMUSG00000020720	1.2622445707466186	1.243341562674769
ENSMUSG00000026815	-0.22581321953926456	-1.032595463130605
ENSMUSG00000042851	0.6563114032680497	1.9784279762385761
ENSMUSG00000104232	-0.3819910027133729	-0.8657543719130022
ENSMUSG00000062044	0.9064893571117887	0.3459399566489953
ENSMUSG00000063430	1.4281441363028973	-0.5436703787777437
ENSMUSG00000103839	-0.8865427338056832	-0.11239189947330411
ENSMUSG00000009588	-0.5890511798832647	-0.6906273628827012
ENSMUSG00000031772	1.2128359451562973	-0.860613724161513
ENSMUSG00000042351	0.6659893110304478	-0.15773258722948888
ENSMUSG00000107357	-1.4118735760321965	-0.34417866125472457
ENSMUSG00000034729	0.6832954341299797	1.227561922942231
ENSMUSG00000029229	1.1909710737088453	1.5349055529421425
ENSMUSG00000020612	0.8125657374616148	-0.3815852114946403
ENSMUSG00000109372	0.027044902705243894	-0.6460102825209041
ENSMUSG00000063108	1.031470551824398	1.0810576758523402
ENSMUSG00000026999	1.25655830060645	0.4622832082087269
ENSMUSG00000051879	-0.7457185283793657	-0.5476113754986749
ENSMUSG00000020545	0.06468591921594888	-0.8730889530766159
ENSMUSG00000084758	0.16166961641984912	0.06452906990530763
ENSMUSG00000113065	-0.7080039660226727	-0.25035568902551164
ENSMUSG00000109405	-0.8991614096249128	-1.4831734898104687
ENSMUSG00000048138	-0.7588384121586832	-0.0036819704482578637
ENSMUSG00000107538	0.29186398563931687	-1.3115145905537924
ENSMUSG00000044528	-0.7854609663290391	0.259425664862333
ENSMUSG00000087139	-1.2536751965569786	-0.784003772605267
ENSMUSG00000092066	-0.9547170553992002	-0.26109509798868685
ENSMUSG00000016933	1.2827334173822633	1.302354608696414
ENSMUSG00000112619	-0.7897278173348806	-1.1934889961177104
ENSMUSG00000038127	1.0176153308667266	0.7586503061555436
ENSMUSG00000018986	-0.22712720637988953	-0.5830199473833843
ENSMUSG00000114273	0.1857140770906459	-0.6817665687408628
ENSMUSG00000056592	-0.3151535802783906	-0.050054604246006704
ENSMUSG00000046168	-0.4701744705834023	0.4222786479000776
ENSMUSG00000116262	-0.4095896993381822	1.7230472299654276
ENSMUSG00000035186	-1.5980021616039426	-0.7709400115830519
ENSMUSG00000034254	0.3681408467544218	0.707028168963842
ENSMUSG00000024222	1.7402419129457916	0.531890265153711
ENSMUSG00000029822	1.35727425776631	0.6789947121591388
ENSMUSG00000074284	0.17138613838570033	0.8014175736500702
ENSMUSG00000086228	0.6620121965764849	0.07434616334386927
ENSMUSG00000011463	-0.2866919022813814	-1.0314187785935942
ENSMUSG00000068947	-0.4750780868025005	-0.7971560370643068
ENSMUSG00000103506	-1.1904021012463453	-0.34628817001709405
ENSMUSG00000062844	-1.485208661588643	-1.3444437726745724
ENSMUSG00000029423	0.5019958117272358	-0.9075530265617409
ENSMUSG00000062987	-1.465022368120979	-1.8092764029488164
ENSMUSG00000101528	-0.8435970674388628	-1.6340609390714587
ENSMUSG00000070609	-0.772856781469897	-0.7562980377158275
ENSMUSG00000101894	-1.787779331789091	-1.1265537280898366
ENSMUSG00000113361	0.6866621603344691	1.7511320642167616
ENSMUSG00000105586	-1.1997734304819963	-0.8496966509605296
ENSMUSG00000110101	0.04718715450671498	-1.0602820755069051
ENSMUSG00000020866	0.694974444742095	0.26323324694951333
ENSMUSG00000021264	1.6071225951003352	1.754726966789044
ENSMUSG00000051046	-0.8066520237857392	-0.7308824682295422
ENSMUSG00000109315	-0.46699928150178666	-1.0458980316814814
ENSMUSG00000112355	-2.2423704872621677	-0.8426445186108524
ENSMUSG00000018916	-1.7614151625688277	-1.4438822647702936
ENSMUSG00000027790	0.3718832756842164	-0.9236207271056153
ENSMUSG00000020646	1.4186420764891707	1.2142669330140787
ENSMUSG00000028689	0.873533089062618	1.065039391649396
ENSMUSG00000097882	-0.033153473306555534	0.6688644166659005
ENSMUSG00000078235	-0.9271351981243344	-0.07383632406462329
ENSMUSG00000041372	1.3199659085653976	1.2379379252825393
ENSMUSG00000022792	0.8772167552146642	1.697042937230818
ENSMUSG00000026219	2.2752040513114395	1.1578036839531476
ENSMUSG00000061048	1.1664110213813983	0.726148890746179
ENSMUSG00000029189	0.539995156835935	-0.12198227487427907
ENSMUSG00000087431	-0.7899013530657245	-0.9516013087942827
ENSMUSG00000047655	-0.4736979635402954	-2.1782960548588366
ENSMUSG00000055471	1.6122500142818321	0.011995250255000532
ENSMUSG00000021079	0.6705840061272383	1.0260772824481204
ENSMUSG00000108867	-0.11710102758041512	-1.1068615573922178
ENSMUSG00000033382	1.4826136459041468	1.2735008652816746
ENSMUSG00000018479	-0.4604220144415882	-0.168460275876151
ENSMUSG00000031490	1.3810943590300055	1.4251014724272881
ENSMUSG00000019102	-0.20778262578851966	-0.8832323535580596
ENSMUSG00000109191	-1.6468439915119495	-1.107083396571233
ENSMUSG00000034949	0.15224277193556096	0.12370170053888553
ENSMUSG00000049946	-1.0755926025111189	-0.7483043166434377
ENSMUSG00000033364	1.9695184047212408	-0.5445398651305098
ENSMUSG00000098800	-0.8056155978457259	0.042306634704633965
ENSMUSG00000074111	-0.5093201389540983	-1.0042977150243348
ENSMUSG00000099833	-0.8776082848759474	-2.0434634259791005
ENSMUSG00000069823	-0.95129456512128	-0.9513686158454314
ENSMUSG00000095407	-0.26382574406584813	-0.9605191237640536
ENSMUSG00000050029	0.24911812286776022	1.238375024869629
ENSMUSG00000103097	-0.7058838108166896	-0.8910468445428933
ENSMUSG00000107205	-0.8648550387286114	-0.10939508388892227
ENSMUSG00000027263	0.946428292900216	1.2799449724183822
ENSMUSG00000020676	-1.4548925259329568	-1.0734704495758354
ENSMUSG00000027434	-0.10262674084910431	-0.4191924528733381
ENSMUSG00000113796	-1.1274613839548862	-1.0837395951082536
ENSMUSG00000103393	0.38848021987862474	0.800106106298239
ENSMUSG00000058444	1.5533207485894494	1.2560285047616655
ENSMUSG00000038168	0.5916425413300298	0.16408051752757843
ENSMUSG00000024533	1.1656721179494498	1.1684754275545124
ENSMUSG00000111567	-0.9696452455259987	-1.048380733420887
ENSMUSG00000105184	-1.5767835597996567	-0.7725047816525015
ENSMUSG00000085912	0.8544558042136685	1.3602137292908667
ENSMUSG00000096044	-0.20680467743941464	-2.3940118544270783
ENSMUSG00000031354	-0.9409245058431173	-1.3795105772445644
ENSMUSG00000031818	0.9150650437775644	1.5125355953641113
ENSMUSG00000060205	-0.7168310013065649	-0.9194314671059339
ENSMUSG00000025386	-0.8608920868260148	-0.6681430518319107
ENSMUSG00000108278	-1.3005164003228258	-0.61628413770331
ENSMUSG00000028188	0.6594640164752205	1.6458106607180139
ENSMUSG00000022427	0.0004007628901844554	1.072974906356813
ENSMUSG00000092309	-1.3720341602648216	-0.6351782900921984
ENSMUSG00000066319	-0.3684806941675016	-0.3125667672295294
ENSMUSG00000072791	1.1449010480262756	-1.0688046952550878
ENSMUSG00000056214	1.068804511727824	0.6169562494448195
ENSMUSG00000097061	-0.4360862056346533	0.8140915154984649
ENSMUSG00000032690	0.04099079928738997	-1.0007395312030385
ENSMUSG00000106719	-0.026807535116347186	-0.25660194785791623
ENSMUSG00000002963	0.2959818574917734	0.7683962301325361
ENSMUSG00000114563	-1.0408686452005895	-1.0611852034394356
ENSMUSG00000117494	-0.09704260354146223	1.273264144720903
ENSMUSG00000026922	0.6970502543700348	1.5725776518741565
ENSMUSG00000072623	-0.2167941410727786	0.3933829352774329
ENSMUSG00000078611	-0.25586481906666647	0.05011931228465656
ENSMUSG00000034908	0.6746283466527754	1.3190041566916504
ENSMUSG00000113136	-0.7659318249551069	-0.8138803981425007
ENSMUSG00000038379	0.9754473204924677	1.3649960305388356
ENSMUSG00000110552	-1.9918838150554619	-1.117950288724494
ENSMUSG00000038257	0.8053749491063964	-0.7496935532674517
ENSMUSG00000041298	0.7131910446431027	0.7817076360046318
ENSMUSG00000105624	-0.998857793281529	0.011065789271225552
ENSMUSG00000030105	1.2320624356698233	1.2839344364505254
ENSMUSG00000044024	-0.22257937540278297	0.3984188200376462
ENSMUSG00000095493	0.27081033542857375	-1.0051544116214115
ENSMUSG00000101463	-0.5735870251832407	-1.014216254201124
ENSMUSG00000006360	0.7985809547790287	1.3788416279419897
ENSMUSG00000029875	-1.2488268946386807	-0.07793405286168409
ENSMUSG00000044912	1.039928769527128	0.1686994988796883
ENSMUSG00000100356	-1.6496189076000414	-1.8876833153830437
ENSMUSG00000036053	1.8137728145312861	0.8517435398116043
ENSMUSG00000112554	-1.0269826599346288	0.1665705215686573
ENSMUSG00000030316	0.9232861545799269	0.6282436417779526
ENSMUSG00000002250	1.1941353518166185	0.42951022457214155
ENSMUSG00000026209	0.5308494113246117	0.9649256010346762
ENSMUSG00000042625	1.5710420220156773	1.6587801998247191
ENSMUSG00000053522	-0.7461804253514552	-0.09856275628533819
ENSMUSG00000032328	0.4452049782242517	1.1001692122348197
ENSMUSG00000108449	-0.17609273436688738	-1.2479919384274418
ENSMUSG00000033400	1.0674731643561581	0.9225867082078565
ENSMUSG00000090622	-0.7522384003764374	0.46248995219653655
ENSMUSG00000072969	-0.15785828372948882	0.8816229895060974
ENSMUSG00000067916	1.0418463538562146	0.6121731837740715
ENSMUSG00000087587	-0.4829682341891157	-1.077267030766392
ENSMUSG00000102600	-1.765615197252088	-0.6747912706996289
ENSMUSG00000117896	-0.4053036481278669	-0.7754578673365282
ENSMUSG00000100714	0.5531516755677646	-1.0047955386221938
ENSMUSG00000036167	1.4560121358743245	1.2351590703158044
ENSMUSG00000087142	-0.8162382845870553	0.043795607341084196
ENSMUSG00000094832	-1.8794620710534096	-0.9607137687240985
ENSMUSG00000100452	-2.3322185600786622	-2.044582870161187
ENSMUSG00000102256	0.5257965522756792	0.5492583452929181
ENSMUSG00000078776	0.5155614680220852	-0.7795520164403308
ENSMUSG00000096146	-0.5435867213357973	0.0012936102211790709
ENSMUSG00000009214	-0.8139396870965182	-0.8436786506550312
ENSMUSG00000113433	-0.39618494109913616	-0.7777212921377168
ENSMUSG00000114197	-2.0034452299468946	-0.9803362677101016
ENSMUSG00000035678	-1.2097768971642433	0.4724664200877719
ENSMUSG00000103625	-0.2289504640492233	0.5299718540337062
ENSMUSG00000043289	1.337851243385737	0.8311164739679279
ENSMUSG00000044125	-0.5528617666384372	1.1920166952699969
ENSMUSG00000107503	-1.5124806096532442	-0.6195965500958953
ENSMUSG00000115813	0.44359694935045035	0.8570204364060703
ENSMUSG00000113539	-1.3830148134078777	-0.9005746045706946
ENSMUSG00000015749	0.9867626884258658	1.5903087259647004
ENSMUSG00000046805	-1.0756497209191314	-1.066329855554628
ENSMUSG00000109680	-1.415853961185742	-0.8078155921261115
ENSMUSG00000001062	0.24674228388779654	0.7142944332619285
ENSMUSG00000020428	-0.7297180262969754	-1.076237977979872
ENSMUSG00000085989	-0.2807050515826996	-1.4973888180271189
ENSMUSG00000100987	-0.6831198042192171	-0.7582733416248799
ENSMUSG00000031156	-0.09186439407134321	0.5902147224470338
ENSMUSG00000040483	0.2674528986780883	0.20211707932950188
ENSMUSG00000116341	-0.5522573799380396	-0.9104317310711533
ENSMUSG00000037649	1.379148236224298	2.0761789761491247
ENSMUSG00000108545	0.45766381188550426	-1.0236285816929844
ENSMUSG00000102332	-0.7259368851733276	-1.3864757946550121
ENSMUSG00000034855	-1.4002086912378704	-0.03926626036162193
ENSMUSG00000073956	-0.9329000097419347	-1.1620000966587942
ENSMUSG00000112057	-0.6577400864319254	0.13945443636517701
ENSMUSG00000099463	-2.7076680339523453	-1.9545951959247843
ENSMUSG00000063522	-0.3964095234124879	-0.40644621561383004
ENSMUSG00000102206	0.8757977527200846	-0.6372730893598261
ENSMUSG00000030616	0.5730019897127633	-0.3217157360800996
ENSMUSG00000097430	-0.27567052104013273	-0.26343777857665407
ENSMUSG00000086729	-0.9273375235786528	-0.6342079173171314
ENSMUSG00000050890	0.542245547612268	1.4925436506918983
ENSMUSG00000097617	-0.05464409062676473	0.4158304401476098
ENSMUSG00000042608	0.8525818107690849	0.9672630080155271
ENSMUSG00000099349	-0.5971962800960919	-0.6919250085769356
ENSMUSG00000046546	-0.19906666352724842	1.0213343516536326
ENSMUSG00000108035	-0.6865127033846634	-0.38298935806874057
ENSMUSG00000105615	-0.9741825767668626	-0.9023028652892732
ENSMUSG00000007805	0.24015384983509613	-0.28103235910761715
ENSMUSG00000111849	0.2921626685635407	0.6652943926518614
ENSMUSG00000017417	1.2638078161368	0.07672292363408793
ENSMUSG00000058886	1.1975162827142287	1.1836258443419596
ENSMUSG00000097307	0.37205901471061664	-0.721960209586526
ENSMUSG00000015335	-0.09851571084817758	1.275959495538859
ENSMUSG00000085952	-0.7339114572551303	-0.8069593877251363
ENSMUSG00000102906	-0.9873206173743803	-1.9207113748998572
ENSMUSG00000069678	-0.33215808541195485	0.9018178780984215
ENSMUSG00000050776	-1.4631695992632354	-1.044690184500786
ENSMUSG00000104392	-1.1228155044577448	-0.0506731966021285
ENSMUSG00000105571	-1.6422401357652139	-0.8314864259999165
ENSMUSG00000112593	0.6072788809288757	-0.3759360083539989
ENSMUSG00000104966	-1.2053716161140025	-0.5608273471158904
ENSMUSG00000073949	-1.25681776611957	-0.9563982351601144
ENSMUSG00000114621	-0.5020166986818404	0.5268167929465598
ENSMUSG00000108329	-1.4183320851989323	-1.199649096415219
ENSMUSG00000024479	-0.13543925242199337	-0.21551951700924052
ENSMUSG00000110993	-0.31065306922968083	0.8234438977250549
ENSMUSG00000033781	-0.01753869799222459	0.486501744350772
ENSMUSG00000054618	-0.17850297270414411	-0.4218750750664897
ENSMUSG00000114249	-1.4465853769713677	-1.2164512879371805
ENSMUSG00000085156	1.1648836038606694	1.8413866309884717
ENSMUSG00000113170	-0.16626571154594838	1.3218918902369707
ENSMUSG00000020151	1.0378532065534083	-0.061153721933756185
ENSMUSG00000079173	0.7720095782086103	-1.1720837227141572
ENSMUSG00000087601	0.3243736562176092	1.975214781031088
ENSMUSG00000105274	-0.26973458724935423	-1.3217881948443764
ENSMUSG00000113757	0.08963923599890407	-0.9689470121300566
ENSMUSG00000022174	0.7689083026035857	0.9502333382610682
ENSMUSG00000026358	-1.1193016626281203	-1.2454864407126036
ENSMUSG00000016833	0.2132968357770501	1.2827991240866605
ENSMUSG00000108042	-0.3934121556714126	0.31932184802719465
ENSMUSG00000070383	-1.0622781203950058	-1.133853084619803
ENSMUSG00000022378	1.7320477390193587	0.6082624715245443
ENSMUSG00000035248	1.1708447646099611	1.0613031809176596
ENSMUSG00000000003	-0.6204527741674543	-1.3548582501969362
ENSMUSG00000036951	-0.6173279934777551	-0.9455446662978183
ENSMUSG00000027744	-0.19799265176211361	-0.009795631069518126
ENSMUSG00000063120	-1.6741557689677902	-1.0111018642903677
ENSMUSG00000111719	-1.1093558219028068	-0.9569653895681827
ENSMUSG00000001018	0.6215861041879219	1.4240154687846296
ENSMUSG00000031785	0.5548120725938471	-0.9690681456428739
ENSMUSG00000044317	0.2389404473655379	0.057905165802131814
ENSMUSG00000061510	-1.369811576490714	0.27324342958196934
ENSMUSG00000099447	0.027906314675466993	-0.6392760263867354
ENSMUSG00000070717	-0.8449932060216099	0.5928820853066387
ENSMUSG00000085776	0.8433586801358457	1.5299201291996176
ENSMUSG00000090210	0.11990562583535279	0.20841472962688198
ENSMUSG00000034848	0.7570044061086117	1.1909830177326741
